ID,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
2098,50.3,95.2,21.6,37.8,46.8,17.9,2.73,2.8,800,Hazardous
5494,24.6,75.0,8.2,12.0,16.2,4.0,0.91,11.9,392,Good
7526,31.3,73.6,21.8,29.3,23.2,9.1,1.36,5.5,658,Moderate
4879,27.0,63.7,20.7,25.2,18.7,5.4,0.99,10.1,303,Good
1977,26.5,75.7,21.7,26.2,20.6,2.4,1.05,13.2,368,Good
9544,24.8,40.0,8.1,13.8,16.5,4.7,0.92,12.4,586,Good
1689,23.6,56.9,29.4,33.2,22.6,7.8,0.94,13.8,476,Good
7751,30.1,65.0,5.7,6.7,23.8,7.7,0.98,14.0,577,Good
2373,50.9,107.4,17.1,31.7,36.3,24.6,3.47,9.7,756,Hazardous
5704,39.8,76.3,46.3,68.3,33.1,9.6,2.17,9.2,600,Poor
9557,30.6,74.6,0.2,7.2,27.9,0.7,1.45,5.4,477,Moderate
9823,23.9,78.7,20.3,28.7,21.6,8.9,1.36,9.4,548,Moderate
5214,25.3,40.3,2.0,5.3,15.9,5.1,0.92,15.6,444,Good
4818,33.7,90.3,20.3,31.3,39.1,16.4,2.22,3.3,783,Hazardous
7269,22.8,72.4,13.0,13.9,26.6,7.1,0.96,11.4,330,Good
5634,31.5,66.9,36.2,50.3,37.9,14.9,1.87,8.8,513,Poor
9829,24.3,58.3,1.2,9.1,15.4,2.4,0.87,10.4,246,Good
9646,43.6,68.6,168.8,191.6,30.7,10.6,2.55,4.1,544,Hazardous
8989,31.9,49.0,0.1,12.1,19.2,5.6,1.1,12.9,237,Good
7701,27.2,62.3,0.9,5.9,21.7,5.3,1.06,11.0,230,Good
5284,47.5,99.4,0.6,17.7,31.9,18.6,2.33,4.6,736,Poor
4011,23.4,71.2,29.6,31.9,25.8,3.7,0.96,16.1,336,Good
6083,31.5,81.4,11.2,22.6,34.8,17.5,1.94,5.0,353,Poor
4056,20.6,68.2,2.2,6.0,19.7,4.1,1.0,11.3,446,Good
2234,28.8,62.0,2.2,8.1,13.5,6.7,1.09,11.9,432,Good
8916,26.4,73.8,5.2,12.0,21.6,7.5,1.12,10.1,225,Good
4564,25.1,54.7,2.6,9.5,21.3,5.5,0.99,11.1,525,Good
8991,34.7,70.5,8.3,17.2,22.8,7.4,1.46,7.2,463,Moderate
241,28.2,62.9,4.7,13.7,19.0,6.7,1.02,13.3,501,Good
6729,28.8,69.0,7.6,15.6,25.1,14.1,1.54,7.9,368,Moderate
6481,29.5,80.7,17.5,33.8,22.2,12.2,1.57,7.0,411,Moderate
4189,37.3,57.2,25.2,39.4,23.4,-4.7,1.63,8.6,509,Moderate
6853,31.0,79.6,7.8,18.7,24.9,11.3,1.66,10.0,336,Moderate
1053,28.9,70.6,2.6,11.1,20.1,5.8,0.91,10.8,567,Good
5870,23.5,62.5,17.9,25.6,15.6,5.3,0.98,10.7,225,Good
5548,37.9,77.1,40.0,54.8,46.2,13.7,1.71,4.5,715,Poor
8085,31.0,48.8,5.6,10.6,16.2,1.6,0.86,10.5,336,Good
6912,36.8,80.6,51.8,60.2,27.1,3.6,1.88,3.7,654,Poor
8982,27.7,62.0,14.0,19.2,13.5,6.2,1.05,12.5,211,Good
2538,32.3,78.8,5.1,11.5,33.5,16.2,1.69,5.5,502,Poor
5080,30.0,44.0,15.0,25.5,15.4,4.5,1.07,10.0,247,Good
4536,34.0,88.9,31.3,61.1,30.5,28.7,2.61,4.6,667,Hazardous
3349,25.0,45.0,4.5,13.2,20.6,2.3,0.86,10.3,326,Good
6489,34.7,68.9,20.7,31.8,24.1,10.5,1.14,3.3,486,Moderate
2959,24.3,64.0,14.3,21.2,14.8,10.1,1.02,11.6,461,Good
5527,19.0,51.1,5.4,11.5,14.9,6.6,0.96,11.3,413,Good
295,21.1,73.6,4.1,6.2,17.8,2.7,1.07,11.5,315,Good
1036,25.3,81.6,12.1,16.2,24.6,10.5,1.41,5.7,550,Moderate
8289,30.1,90.2,12.6,28.1,29.1,14.1,1.8,6.0,461,Moderate
8977,20.5,80.2,12.1,31.1,38.7,15.2,1.65,3.6,700,Poor
6021,29.2,72.3,9.8,16.4,17.3,7.6,1.02,10.4,293,Good
3663,32.1,86.0,32.5,41.3,23.6,22.1,1.67,6.3,630,Moderate
4181,22.3,61.7,9.2,10.5,22.7,4.9,1.04,15.1,342,Good
9962,24.3,66.2,2.5,7.1,23.5,6.9,0.99,10.5,490,Good
5620,22.7,48.7,7.2,9.0,26.5,4.7,1.07,12.7,434,Good
496,38.1,75.6,83.4,113.8,20.7,17.0,1.96,12.4,501,Poor
2021,34.0,82.4,26.0,30.7,21.4,9.2,1.56,10.5,452,Moderate
4572,39.0,82.3,14.5,34.6,23.7,26.2,2.43,10.0,871,Hazardous
4573,24.4,51.0,0.3,7.1,24.8,5.7,0.89,10.2,518,Good
7259,25.5,63.2,19.3,30.3,30.9,12.2,1.51,5.9,496,Moderate
4978,28.0,65.3,42.7,46.5,26.4,4.0,1.08,10.6,223,Good
8076,24.0,52.5,11.1,23.3,28.0,3.6,1.58,8.4,503,Moderate
9851,38.9,80.7,16.1,21.0,33.0,12.6,1.4,6.1,613,Moderate
7132,29.1,47.7,1.6,6.8,18.3,7.5,0.88,13.3,433,Good
3294,23.4,74.7,18.5,25.8,18.2,4.7,0.95,10.8,599,Good
9761,20.2,47.9,5.9,9.8,24.0,2.6,1.01,10.3,418,Good
9468,22.5,66.1,3.3,7.7,13.1,6.5,1.18,11.4,409,Good
6557,28.2,86.4,15.7,21.9,21.1,14.6,1.73,5.6,547,Moderate
8312,39.3,86.2,78.6,87.1,24.2,20.7,2.14,3.8,696,Poor
2215,36.4,70.4,79.4,90.3,27.7,6.3,1.85,5.1,545,Moderate
1902,25.6,79.1,124.7,140.7,27.9,9.3,1.53,13.1,386,Moderate
8386,30.9,60.3,17.5,23.8,18.5,5.1,1.25,6.8,255,Moderate
8064,24.9,64.0,2.9,5.0,16.2,3.0,0.98,10.8,282,Good
4713,31.2,67.8,26.0,41.2,30.7,14.6,1.55,7.3,376,Moderate
777,17.7,68.8,29.1,35.0,23.1,7.3,1.05,10.3,508,Good
6552,28.3,38.3,1.4,1.7,22.5,3.2,1.01,11.7,353,Good
4416,34.6,79.4,8.0,22.2,23.8,9.4,1.42,5.5,423,Moderate
9672,22.9,42.4,16.0,20.1,13.9,7.6,0.89,12.3,340,Good
4135,30.3,66.7,29.6,47.2,47.1,5.4,1.84,6.8,620,Poor
140,45.8,71.4,52.1,81.8,31.7,11.4,1.73,5.5,621,Poor
5809,21.9,74.0,11.1,14.0,24.6,4.9,1.05,10.9,455,Good
5145,19.1,51.9,13.5,20.7,19.9,7.9,1.14,11.0,417,Good
8571,29.1,39.0,6.1,9.9,25.7,7.5,1.03,10.8,568,Good
6683,29.0,54.7,18.2,21.3,22.8,6.6,1.04,11.7,679,Good
9736,36.3,89.4,7.9,18.4,31.3,7.9,1.52,5.6,538,Poor
7358,27.7,67.5,18.3,28.3,21.7,7.3,1.51,5.1,366,Moderate
8646,22.1,72.4,9.4,19.1,24.3,6.1,1.51,5.8,635,Moderate
8850,33.9,73.6,22.5,36.7,27.6,12.7,2.3,6.9,458,Moderate
7721,30.6,78.4,6.7,21.7,25.8,11.7,1.34,5.9,456,Moderate
3089,36.9,80.7,4.2,12.1,37.3,10.2,1.48,5.3,329,Moderate
348,30.4,67.3,10.3,30.4,23.3,21.1,2.17,8.0,643,Poor
6782,26.2,42.7,15.2,18.5,11.0,3.3,1.11,11.5,245,Good
9705,24.2,57.5,4.9,13.0,16.4,7.5,1.1,13.4,593,Good
8928,41.2,87.4,15.2,29.6,35.8,9.7,2.93,6.9,475,Hazardous
2148,27.4,86.3,9.3,20.1,34.3,9.9,1.45,5.7,452,Moderate
8725,28.4,98.2,55.0,79.9,20.4,17.7,2.28,4.2,642,Poor
1270,18.3,75.5,2.8,8.6,17.9,-0.09,0.98,11.0,590,Good
6894,36.8,87.7,21.2,33.4,40.1,12.2,2.09,3.7,731,Poor
7313,35.3,75.2,11.3,14.1,28.9,15.3,1.51,6.8,358,Poor
4477,19.6,56.2,26.2,31.7,23.4,6.4,0.99,12.0,484,Good
1481,30.2,95.2,6.0,9.8,36.8,16.1,1.99,3.4,630,Poor
9720,42.4,81.9,12.7,25.9,34.6,19.3,1.7,4.1,613,Poor
764,21.4,72.1,3.6,7.4,11.9,4.7,0.97,10.9,240,Good
3443,34.0,83.9,7.3,19.2,32.4,19.0,1.73,3.7,717,Poor
6967,29.8,77.6,4.8,11.5,20.6,8.3,1.45,5.3,538,Moderate
5879,27.1,75.2,1.3,5.4,15.9,-0.4,1.09,12.9,317,Good
3612,47.8,89.6,37.1,49.0,38.5,29.6,2.0,3.8,746,Poor
9541,29.5,68.2,21.6,35.2,23.2,6.6,1.54,5.3,756,Moderate
8734,31.4,80.1,7.0,14.3,23.1,4.5,1.2,5.9,590,Moderate
8906,24.8,58.8,12.1,16.4,20.1,5.3,0.97,11.5,412,Good
5032,29.7,60.2,7.1,15.7,18.4,7.0,0.88,10.1,239,Good
9492,28.5,63.4,0.5,9.4,26.2,6.9,1.59,9.7,665,Moderate
8034,25.1,82.9,10.4,20.8,25.4,7.9,1.3,9.5,624,Moderate
3492,29.1,50.7,8.8,13.7,17.1,5.9,0.98,10.0,318,Good
1441,28.3,67.5,8.5,10.1,12.3,0.7,1.0,10.3,585,Good
569,25.9,46.5,4.4,10.8,25.3,5.1,1.04,13.3,381,Good
6149,27.2,56.3,1.6,6.1,13.0,5.6,0.97,14.1,459,Good
9814,37.1,79.7,63.2,75.7,20.4,15.2,1.91,3.8,752,Poor
2952,33.1,53.0,17.7,34.0,15.5,9.6,1.56,5.2,453,Moderate
4777,35.1,68.1,12.2,23.3,30.5,19.4,1.55,7.6,487,Moderate
6436,46.7,80.0,98.9,118.2,35.3,33.6,3.43,4.7,588,Hazardous
3367,33.5,56.1,0.4,15.0,29.1,18.6,1.96,6.9,681,Poor
3462,39.6,84.7,38.6,55.4,33.2,18.3,2.57,5.2,890,Poor
2165,30.1,64.2,13.0,19.4,26.2,3.2,1.08,13.4,447,Good
4344,22.3,48.9,0.4,5.6,21.7,5.9,1.0,12.3,393,Good
3335,35.9,99.4,28.8,48.3,46.0,7.0,2.66,2.8,671,Hazardous
3012,26.9,62.0,6.8,11.1,14.3,3.5,0.84,12.7,519,Good
473,28.0,59.9,0.9,13.5,26.8,5.0,1.82,6.5,391,Poor
4013,33.8,57.8,21.0,40.3,37.0,13.5,1.81,7.9,623,Poor
3265,26.3,74.3,3.4,17.4,41.2,24.6,2.55,4.1,741,Poor
1407,44.8,84.3,16.6,20.9,45.0,25.7,2.24,4.6,511,Hazardous
9262,26.6,96.1,19.9,31.2,27.7,13.3,1.66,7.2,663,Moderate
6771,22.6,63.5,8.0,11.6,26.5,4.5,0.98,13.5,399,Good
8190,23.0,82.7,5.7,10.5,25.3,9.0,1.48,5.7,419,Moderate
3473,29.1,68.5,24.7,30.3,17.3,7.1,1.14,11.9,409,Good
8699,26.6,72.7,27.1,30.0,18.8,4.6,0.98,11.4,399,Good
5982,30.3,57.0,2.9,7.3,18.6,6.5,1.0,12.6,528,Good
5725,28.7,70.5,21.3,27.0,23.2,10.8,1.62,9.4,259,Moderate
6259,34.1,88.6,23.3,35.0,30.9,10.2,2.19,6.1,432,Poor
8539,35.4,71.9,48.2,61.4,26.6,15.6,1.69,4.8,523,Poor
5718,26.9,77.5,3.2,5.2,13.4,4.8,0.93,11.7,298,Good
3066,23.4,65.0,2.1,10.5,25.8,7.4,1.56,5.9,541,Moderate
7374,34.9,89.3,3.1,26.7,41.5,15.7,1.62,3.8,404,Poor
5456,26.5,74.4,43.2,54.4,25.7,3.7,1.36,5.8,531,Moderate
5617,30.9,79.6,15.7,28.7,28.5,8.5,1.38,8.6,310,Moderate
7975,33.4,112.9,42.9,58.0,26.2,17.5,2.44,3.6,719,Hazardous
8296,35.8,76.9,51.6,81.2,54.3,13.4,1.9,6.7,791,Hazardous
118,48.7,101.1,141.0,157.4,36.6,43.6,2.3,4.6,792,Hazardous
2688,32.8,83.6,1.0,14.6,42.8,23.6,2.78,3.2,514,Hazardous
8110,32.8,76.1,3.8,6.2,23.5,-0.6,1.0,13.7,274,Good
5929,26.0,85.4,3.0,9.2,19.8,6.9,1.19,10.7,398,Good
6097,26.0,80.9,14.2,31.8,32.5,-3.5,2.09,4.9,747,Poor
9381,26.9,75.6,3.7,8.1,10.6,6.1,1.01,12.1,491,Good
9668,22.7,61.3,2.3,5.4,25.3,14.4,0.92,10.7,447,Good
6700,27.4,72.5,38.3,49.4,22.8,16.1,1.87,8.0,474,Poor
1915,35.4,83.7,51.2,64.3,23.7,18.7,1.44,5.9,444,Moderate
6343,23.7,70.2,1.9,11.1,23.2,7.9,1.0,12.1,345,Good
4852,35.4,66.6,3.3,19.1,26.6,16.4,1.75,5.4,533,Moderate
8534,29.8,81.1,60.0,75.1,26.0,11.0,1.67,11.3,615,Moderate
4479,28.4,76.5,14.6,23.8,26.6,5.5,1.12,12.5,452,Good
1713,42.9,85.6,6.2,15.6,26.8,14.0,1.52,5.4,604,Moderate
9915,48.0,90.1,7.1,30.0,51.5,25.8,2.2,3.7,645,Hazardous
9725,29.7,84.3,39.5,55.6,29.2,13.7,1.87,6.9,364,Moderate
8664,25.2,76.4,18.2,23.4,23.0,5.4,1.0,12.0,392,Good
9703,25.6,53.0,10.9,18.6,22.3,4.4,0.93,10.5,229,Good
784,47.4,100.8,28.6,48.9,28.2,19.8,2.72,5.6,763,Hazardous
9126,29.3,37.5,1.8,3.9,24.3,8.1,0.93,14.8,435,Good
2740,28.8,64.5,13.9,25.2,25.0,7.5,1.6,6.1,672,Moderate
8398,30.3,70.7,3.9,15.0,27.6,14.9,1.5,8.0,294,Moderate
2448,22.1,51.5,1.5,2.5,23.4,4.3,0.82,10.7,208,Good
1411,41.5,83.5,16.6,47.1,39.0,24.0,2.31,4.1,523,Hazardous
7244,19.6,61.7,1.4,8.0,19.5,6.5,0.9,10.1,450,Good
8958,47.4,111.9,7.5,30.1,37.3,12.9,2.13,4.4,832,Hazardous
5722,37.0,71.2,15.1,27.2,25.4,23.3,1.41,7.4,532,Moderate
5293,38.7,76.4,17.7,30.0,20.8,-0.7,1.93,6.6,709,Moderate
2432,33.5,68.8,7.4,13.3,26.4,9.8,1.28,9.4,533,Moderate
9904,43.7,100.9,7.9,27.7,32.6,17.7,2.75,3.5,594,Hazardous
9105,33.7,65.2,13.4,30.4,33.3,10.5,1.67,6.6,505,Moderate
8256,39.1,77.0,37.0,47.0,31.3,16.3,1.77,4.2,663,Poor
3768,29.0,47.1,25.3,28.3,13.9,5.0,0.9,11.7,534,Good
5128,37.2,84.6,13.8,23.5,33.9,17.4,1.59,4.4,633,Moderate
6347,38.0,77.9,26.9,35.2,38.7,9.4,2.41,4.2,559,Poor
7299,31.0,54.1,20.1,31.3,15.9,10.0,1.2,7.1,683,Moderate
187,24.7,63.6,2.1,14.0,30.5,1.3,1.5,5.4,561,Moderate
9833,32.0,74.4,37.5,54.8,41.1,8.0,2.37,3.4,824,Hazardous
3949,30.8,70.7,8.8,12.1,23.4,4.2,1.1,14.0,337,Good
9739,29.2,71.3,7.9,10.7,17.2,5.8,1.12,10.0,264,Good
8092,31.3,92.2,33.0,58.5,28.9,15.6,2.4,4.3,822,Poor
7832,27.5,85.5,58.4,77.0,30.5,13.2,1.91,5.2,516,Poor
3102,28.7,46.1,9.6,11.8,18.7,2.9,1.1,10.3,225,Good
8260,38.4,69.7,8.3,21.9,36.5,28.2,2.65,4.9,722,Poor
5723,23.8,47.3,0.5,6.2,24.9,4.4,1.03,11.7,320,Good
6345,32.3,89.5,74.1,82.1,33.6,19.8,1.69,3.5,715,Poor
8105,41.2,92.1,0.6,12.2,33.7,20.0,2.16,6.3,581,Poor
9177,26.9,61.7,22.6,27.7,22.2,6.7,1.17,11.0,539,Good
4781,32.8,80.0,0.3,9.7,24.1,7.5,1.26,9.0,359,Moderate
1016,21.0,76.3,14.9,22.8,29.5,4.3,1.37,8.9,562,Moderate
3930,31.5,90.5,28.2,50.1,38.9,17.0,2.19,5.6,574,Hazardous
79,37.7,60.1,77.4,90.4,42.1,15.2,2.45,3.3,419,Hazardous
1569,37.0,61.7,8.3,31.2,21.9,9.3,1.69,5.0,625,Moderate
9095,37.5,84.3,33.0,46.9,40.4,5.5,1.82,3.5,646,Hazardous
3477,24.1,94.2,2.7,17.2,16.6,20.0,1.31,5.6,619,Moderate
8524,40.3,99.2,8.4,19.4,33.5,7.8,2.96,4.6,577,Hazardous
135,41.1,85.0,10.6,23.2,41.3,28.5,2.66,4.7,600,Hazardous
2046,31.0,66.0,9.6,19.2,35.3,13.5,2.2,5.0,687,Poor
3590,25.8,51.6,1.9,8.0,23.4,1.1,1.04,10.2,448,Good
9473,27.3,79.6,28.7,39.7,25.7,9.3,1.79,7.5,553,Moderate
3660,27.7,56.4,4.0,14.4,30.6,5.4,1.83,6.3,491,Moderate
2081,31.2,61.2,2.8,7.3,28.1,6.0,1.02,10.3,341,Good
6566,25.4,42.9,1.9,6.6,16.0,7.1,1.01,10.4,406,Good
9967,23.6,53.3,1.8,8.0,16.5,4.3,0.96,14.9,377,Good
8513,40.1,95.4,24.1,46.1,31.2,19.0,2.15,6.0,565,Poor
2178,30.6,74.9,32.2,40.9,17.9,6.1,1.11,5.4,470,Moderate
7600,28.0,58.9,6.4,17.8,24.8,10.2,1.55,5.4,357,Moderate
910,24.2,63.2,4.5,11.5,15.4,4.6,0.95,10.6,530,Good
9949,29.8,61.7,22.6,33.0,27.7,9.5,1.33,5.3,550,Moderate
9860,34.5,48.8,2.3,7.5,36.4,16.3,1.92,7.0,469,Poor
1538,23.2,50.3,14.8,19.2,15.6,9.0,0.98,11.5,279,Good
5892,24.2,77.6,3.8,8.4,15.3,4.3,0.83,10.1,529,Good
3643,37.1,89.3,109.3,140.1,42.1,28.2,2.33,2.9,591,Hazardous
1780,33.1,76.4,3.7,10.9,19.8,5.7,1.04,11.7,593,Good
4835,22.9,74.5,3.2,11.0,10.7,6.6,1.12,10.3,375,Good
3565,41.8,71.9,7.7,29.5,32.0,7.5,1.78,4.2,484,Poor
1473,25.2,67.2,17.6,24.9,14.8,6.3,0.93,12.1,275,Good
4008,29.5,70.8,11.2,13.0,25.3,2.3,0.94,11.9,406,Good
9425,41.0,93.1,12.5,24.2,27.7,19.8,1.86,4.0,752,Poor
7730,24.4,76.6,1.6,8.4,23.9,3.7,0.84,17.4,440,Good
5282,25.1,70.2,6.1,9.2,26.3,6.0,1.17,13.2,477,Good
6491,24.7,67.2,3.9,13.8,19.4,6.7,1.14,11.7,244,Good
958,27.6,69.7,5.7,15.8,15.9,8.4,1.07,16.9,510,Good
1368,40.7,87.9,11.0,24.3,34.1,16.4,1.58,4.9,623,Poor
5935,34.5,70.7,11.6,23.0,28.7,16.8,1.7,5.1,524,Moderate
5755,30.9,65.1,4.1,14.8,31.7,5.3,1.63,8.2,703,Moderate
9680,25.3,72.3,11.4,15.5,13.9,5.8,0.98,10.3,578,Good
900,34.9,81.2,14.1,24.2,31.9,10.3,1.59,6.9,486,Moderate
5862,22.3,71.8,6.3,10.6,21.7,5.0,1.04,13.2,514,Good
9575,31.8,88.2,23.6,41.9,28.2,5.5,1.87,3.6,548,Poor
2110,30.9,86.4,7.9,11.4,24.8,15.4,1.29,12.6,487,Moderate
8129,26.4,77.1,0.7,6.3,21.5,4.7,0.9,10.4,486,Good
7391,19.4,56.0,5.5,10.6,23.5,4.1,0.98,11.7,543,Good
7603,25.5,51.9,27.7,33.3,21.2,4.1,0.98,12.5,352,Good
9609,23.3,47.3,1.3,6.2,22.2,4.7,0.78,10.1,433,Good
9596,31.1,52.3,9.9,18.4,29.0,5.2,1.55,6.0,450,Moderate
9516,38.5,70.4,1.3,12.9,18.8,18.8,1.68,5.6,420,Moderate
288,27.4,78.8,6.1,13.5,22.3,5.9,1.27,10.6,396,Good
8939,32.0,72.0,4.2,23.5,31.0,20.5,1.64,3.6,469,Poor
1719,31.1,61.9,19.8,46.0,37.4,2.3,3.39,3.3,816,Poor
9035,22.9,67.4,9.5,13.0,21.3,4.6,1.02,13.5,543,Good
7527,34.0,53.1,5.6,12.1,24.5,3.8,1.69,5.7,333,Moderate
3639,31.7,56.4,32.5,33.6,14.5,5.4,0.98,10.9,210,Good
8728,21.0,73.4,1.7,6.6,14.7,-0.0,1.02,10.3,522,Good
582,28.3,72.6,3.0,10.6,23.3,6.1,1.01,10.7,249,Good
853,18.8,76.6,10.7,16.1,20.7,4.3,1.45,5.1,246,Moderate
1192,35.7,81.4,9.3,19.3,37.0,11.3,1.29,5.9,548,Moderate
9831,24.3,61.2,36.1,38.7,12.9,4.5,0.91,15.2,377,Good
3179,31.6,72.0,4.8,15.5,29.4,8.8,1.74,5.1,621,Moderate
5508,30.0,73.8,1.6,5.5,20.7,4.5,1.0,13.6,501,Good
6330,30.1,51.2,27.7,40.9,24.7,8.9,2.16,6.4,370,Moderate
5401,25.3,79.6,39.0,53.2,23.2,7.7,1.63,5.3,496,Moderate
5347,29.5,61.4,1.1,13.4,26.4,5.0,1.13,5.0,450,Moderate
7674,29.0,74.1,11.2,20.4,30.4,11.2,1.63,5.1,316,Moderate
2967,22.1,58.7,5.4,10.7,20.5,6.1,0.94,11.2,232,Good
3880,40.1,93.4,11.4,30.2,32.1,17.0,1.85,4.2,594,Poor
7953,24.4,55.7,0.4,0.1,17.4,4.9,0.98,10.5,237,Good
4925,33.6,81.7,26.0,32.5,22.3,17.7,1.97,4.2,673,Poor
9786,27.3,93.0,15.2,36.9,31.4,19.9,2.01,3.9,529,Poor
3296,34.6,79.8,28.2,49.4,26.1,23.5,1.44,5.4,592,Poor
7643,30.5,88.9,6.5,15.4,27.5,20.0,1.52,5.0,591,Moderate
5667,24.5,63.8,9.7,15.4,15.1,5.6,0.98,11.3,441,Good
719,29.0,78.9,5.9,14.5,16.6,3.2,1.07,11.2,480,Good
652,31.9,75.3,6.6,9.3,18.4,4.7,0.94,12.6,538,Good
6300,26.3,44.0,1.4,7.7,25.1,5.6,1.04,12.0,547,Good
9194,31.4,83.4,15.2,18.8,33.5,2.0,1.45,6.8,354,Moderate
1939,23.8,56.3,11.1,16.1,21.9,8.0,1.05,13.2,346,Good
4257,27.5,61.7,34.5,42.8,25.2,10.5,1.32,6.8,368,Moderate
4357,27.2,60.2,2.5,7.1,21.7,5.7,0.91,11.4,453,Good
4418,18.2,63.3,4.2,10.2,21.6,7.5,1.05,11.1,398,Good
4598,27.6,66.7,12.4,15.8,16.7,2.6,1.1,18.4,266,Good
6270,28.5,64.6,13.9,20.9,16.0,7.5,0.94,12.4,394,Good
2556,29.6,76.1,52.1,62.4,26.2,6.9,1.38,5.3,408,Moderate
5867,33.7,56.4,1.5,5.1,11.9,5.7,0.98,10.6,344,Good
379,41.2,95.1,19.5,31.8,27.3,11.7,1.36,5.1,354,Moderate
1741,25.1,52.5,7.5,14.0,17.5,4.4,0.98,10.1,440,Good
2341,39.5,87.1,24.7,43.1,34.5,14.0,1.85,3.7,684,Poor
6018,32.8,73.0,19.6,33.1,28.5,14.6,1.5,6.4,646,Moderate
5203,31.6,48.3,11.7,14.9,13.9,4.8,0.91,10.3,386,Good
9187,29.6,89.5,2.3,19.2,26.9,12.0,1.28,7.1,405,Moderate
5950,36.5,90.2,8.6,24.8,38.7,18.3,2.34,3.4,731,Hazardous
5901,31.7,73.2,27.8,34.0,13.7,4.4,1.25,12.7,495,Good
1581,32.9,83.4,6.0,17.9,32.3,13.5,1.55,6.0,524,Moderate
9376,25.1,43.1,32.1,36.1,23.1,3.3,1.09,10.8,219,Good
794,17.8,60.5,14.3,20.8,19.4,9.0,0.9,13.7,473,Good
1978,22.8,73.8,26.9,30.8,12.1,2.6,0.93,13.9,538,Good
8066,28.2,94.9,25.8,49.1,28.5,8.1,2.11,9.5,555,Poor
3881,29.2,75.4,1.7,8.4,12.4,7.1,0.98,10.9,352,Good
5076,22.9,68.4,1.7,14.2,23.1,8.3,1.52,6.3,403,Moderate
1630,27.3,46.0,11.4,16.6,17.1,4.2,0.97,10.0,432,Good
9444,26.5,57.7,9.2,14.6,23.4,4.7,1.02,10.9,379,Good
7847,32.7,83.4,61.3,78.2,43.0,13.8,2.43,3.2,622,Poor
3868,34.3,63.4,2.9,18.1,27.8,13.7,2.08,3.9,494,Poor
5417,29.7,61.6,1.8,5.7,10.4,4.1,1.01,14.1,255,Good
3770,25.1,61.5,7.1,14.0,10.0,5.6,1.01,13.0,279,Good
9005,33.5,83.8,1.0,13.5,39.6,17.6,1.79,4.5,523,Moderate
4650,35.1,81.0,9.2,18.2,17.3,11.2,1.35,10.5,306,Moderate
6620,26.3,71.8,13.3,18.5,19.7,3.6,1.14,11.2,310,Good
2469,34.6,97.1,87.7,106.3,34.1,-0.5,2.19,4.6,597,Poor
3064,22.3,71.6,8.7,10.2,14.7,6.9,0.87,11.2,516,Good
8517,57.2,106.6,35.0,62.2,33.9,22.9,3.25,10.0,939,Hazardous
2987,31.6,88.0,28.7,35.5,57.9,18.6,2.19,3.0,620,Hazardous
5937,22.2,77.3,13.9,25.3,31.4,22.3,1.32,5.0,690,Moderate
887,39.3,78.4,41.2,64.8,20.9,19.1,1.25,5.0,581,Poor
6036,23.7,55.3,20.2,23.0,18.5,9.2,1.02,12.1,227,Good
5566,25.3,75.4,22.5,40.3,38.2,14.4,1.82,4.2,690,Poor
6438,25.1,53.8,3.5,8.1,13.9,1.0,1.08,11.2,273,Good
7541,22.7,68.0,5.4,10.9,21.4,6.9,0.98,10.2,356,Good
5324,36.8,62.7,11.0,22.6,24.7,-0.1,1.49,5.8,515,Moderate
316,26.3,64.2,1.5,5.0,13.4,4.9,0.98,11.1,320,Good
5923,21.8,65.1,17.7,31.0,39.8,9.2,1.93,4.8,608,Poor
8494,33.0,61.9,1.4,18.0,29.5,10.0,2.45,5.4,623,Poor
7984,36.5,67.5,15.5,25.6,31.3,9.9,1.46,5.1,644,Moderate
9013,41.7,87.2,7.0,25.9,24.0,11.1,1.32,8.5,488,Moderate
5231,29.4,66.6,7.5,10.8,17.0,2.2,0.88,11.0,499,Good
8847,22.1,63.3,2.6,8.5,14.6,5.5,0.96,13.3,417,Good
733,35.0,79.6,54.6,66.8,28.6,22.0,1.94,4.1,722,Poor
7786,29.7,88.9,33.9,54.1,49.4,16.4,2.07,3.3,545,Hazardous
61,31.4,60.7,4.1,13.1,25.8,14.0,1.47,6.2,690,Moderate
7774,43.5,98.7,18.9,37.7,28.5,20.1,1.79,3.9,618,Hazardous
6564,19.0,68.5,1.6,6.3,12.6,5.0,0.85,11.5,223,Good
7686,27.4,62.2,16.8,30.1,28.4,12.5,1.31,7.9,582,Moderate
7714,34.0,60.7,30.8,43.0,38.3,17.9,1.61,3.6,493,Poor
8051,27.7,65.5,19.6,27.0,17.9,3.7,0.88,10.8,499,Good
9021,34.6,78.9,26.2,44.9,17.5,-3.4,1.79,6.8,598,Moderate
4682,33.5,67.5,40.2,57.4,28.7,12.0,2.07,5.3,370,Poor
7796,34.6,101.1,12.9,33.6,51.9,20.5,2.4,7.3,643,Poor
1816,23.2,62.1,11.0,15.7,15.4,2.6,1.05,12.5,509,Good
3445,37.4,84.8,12.8,33.8,38.2,8.7,2.4,3.6,511,Poor
1951,31.7,72.5,71.9,82.7,34.9,20.1,1.77,4.5,638,Poor
1920,26.6,80.3,24.1,35.1,32.7,9.2,1.5,5.3,540,Moderate
893,22.2,44.7,16.2,20.1,22.5,4.1,0.88,13.1,359,Good
6593,40.1,112.4,14.2,29.0,33.3,20.9,2.39,7.2,522,Poor
